"User Institution ID","User Institution Name","latitude","longitude","active_person_count","total_ace","running_job_count"
"646","ORNL - Oak Ridge National Laboratory","35.9333330000","-84.3166670000","1","48476.261775531","5"
"649","TSRI - The Scripps Research Institute","33.8741580000","-117.8496610000","1","9212.801796743","3"
"653","NCAR - NSF National Center for Atmospheric Research","40.0309580000","-105.2460800000","1","16391.665106993","5"
"658","GA - General Atomics","32.8937210000","-117.2345500000","2","9.981907792","1"
"701","LANL - Los Alamos National Laboratory","35.8756880000","-106.3287210000","1","1128173.310874040","5"
"712","STScI - Space Telescope Science Institute","39.3314060000","-76.6242640000","1","16113.419427288","74"
"735","NASA Ames - NASA Ames Research Center","37.4230418000","-122.0624380000","1","207.748455923","1"
"741","NASA Goddard - NASA Goddard Space Flight Center","38.9911030000","-76.8554690000","1","162007.236883149","8"
"797","NC Sch Sci and Math - North Carolina School of Science and Mathematics","36.0175000000","-78.9191390000","1","431.717512009","3"
"830","Institute for Advanced Study - Institute for Advanced Study","40.3347450000","-74.6681220000","3","2561198.577578139","1"
"844","NCSA - National Center for Supercomputing Applications","40.1154290000","-88.2240930000","20","71776.530039303","2"
"848","PSC - Pittsburgh Supercomputing Center","40.4466690000","-79.9515740000","12","1676603.655873728","1"
"856","SDSC - San Diego Supercomputer Center","32.8769910000","-117.2340470000","8","147930.500966997","3"
"897","MathWorks - The MathWorks, Inc.","42.2996960000","-71.3503340000","2","948.905109489","2"
"927","Lamont-Doherty Earth Obs - Lamont-Doherty Earth Observatory","41.0011480000","-73.9091490000","1","835452.242809907","3"
"1014","Calif Dept of Water Resources - California Department of Water Resources","38.5756500000","-121.4975500000","1","21135.317237507","14"
"1095","Carnegie Sci Ctr - Carnegie Science Center","40.4457050000","-80.0181520000","1","48408.010481003","2"
"1128","NIST - National Institute of Standards and Technology","39.1443360000","-77.2164610000","2","937206.687878220","2"
"1260","NIH - National Institutes of Health","38.9977140000","-77.1066330000","1","161.582132385","1"
"1358","Anderson Cancer Center - The University of Texas MD Anderson Cancer Center","29.7072110000","-95.3971820000","1","16002.121155405","1"
"1361","Mass Gen Hospital - Massachusetts General Hospital","42.3632320000","-71.0691160000","2","24542.267140807","1"
"1376","Magee-Womens Res Inst - Magee-Womens Research Institute","40.4371890000","-79.9625670000","1","275085.407698546","1"
"1410","UT Med Branch - University of Texas Medical Branch at Galveston","29.3112430000","-94.7772880000","2","658985.838168319","5"
"1453","Nova SE U - Nova Southeastern University","26.0785880000","-80.2432430000","4","21370.640713706","3"
"1458","Washington and Lee U - Washington and Lee University","41.5032680000","-81.5654930000","1","146549.379250109","1"
"1523","Ames Lab - Ames Laboratory","37.4230418000","-122.0624380000","1","3102.002620250","3"
"1622","SIO - Scripps Institution of Oceanography","32.8643280000","-117.2524520000","2","32448.936302950","2"
"1709","U Mass Med Sch - University of Massachusetts Medical School","42.2778340000","-71.7616760000","1","188152.972736914","64"
"1719","Harvard Med Sch - Harvard Medical School","42.3362000000","-71.1042130000","4","311517.000436708","2"
"1747","AMNH - American Museum of Natural History","40.7809730000","-73.9741160000","5","449004.055150040","1"
"1769","Florida A&M U - Florida A&M University","30.4301990000","-84.2876530000","5","1393209.183355168","15"
"1771","NC Central U - North Carolina Central University","35.9729820000","-78.8962889000","2","6806.163828061","2"
"1774","NETL - National Energy Technology Laboratory","44.6205300000","-123.1208200000","2","22917.711647638","2"
"1789","ANL - Argonne National Laboratory","41.7130410000","-87.9605350000","3","2134056.772100567","1"
"1790","LBNL - Lawrence Berkeley National Laboratory","37.8749210000","-122.2528980000","5","939441.137937488","27"
"1792","JPL - Jet Propulsion Laboratory","34.1976120000","-118.1753370000","8","38819.514629733","1"
"1793","Fermilab - Fermi National Accelerator Laboratory","41.8319440000","-88.2572220000","2","23672576.579948842","45"
"1812","Individual/Unaffiliated - Individual / Unaffiliated",\N,\N,"1","0.499095389","2"
"1869","Purdue - Purdue University","40.4311950000","-86.9142460000","1741","10876926.944912346","31"
"1918","St Joseph's U - Saint Joseph's University","39.9952830000","-75.2361620000","1","0","6"
"1919","U Pittsburgh Sch of Med - University of Pittsburgh School of Medicine","40.4431110000","-79.9613430000","3","611349.054838105","4"
"1924","SUNY Stony Brook - SUNY at Stony Brook","40.9139970000","-73.1161840000","6","177787.260590180","1"
"1967","UCAR - University Corporation for Atmospheric Research","40.0309580000","-105.2460800000","1","50646.827624929","15"
"1976","Computer Sciences Corp. - Computer Sciences Corporation","38.8629610000","-77.2156170000","2","538.024829995","1"
"1979","U Memphis - University of Memphis","35.1171850000","-89.9368000000","7","8168687.129577640","5"
"2019","Albany State U - Albany State University","31.5703710000","-84.1441470000","1","13518.123401335","2"
"2020","James Madison U - James Madison University","38.4355620000","-78.8707240000","2","2018.840850957","1"
"2038","U South Dakota - University of South Dakota","42.7860350000","-96.9253400000","1","573.834924199","2"
"2041","CU Colorado Springs - University of Colorado, Colorado Springs","38.8925360000","-104.8009593000","5","183.916651069","1"
"2058","TACC - Texas Advanced Computing Center","30.3844660000","-97.7238520000","1","12294.965375257","1"
"2075","Elizabeth City State U - Elizabeth City State University","36.2812000000","-76.2151200000","1","47.663609707","1"
"2096","UC Merced - University of California, Merced","37.3660000000","-120.4235000000","21","513039.490922702","1"
"2112","CUNY Queensborough CC - CUNY Queensborough Community College","40.7554810000","-73.7583630000","1","126063.634662174","1"
"2128","U Minn, Duluth - University of Minnesota, Duluth","46.8181790000","-92.0840860000","1","0.998190779","2"
"2130","ARCADIS - ARCADIS","45.7845370000","12.2228333000","2","800.549004928","1"
"2133","Drake U - Drake University","41.6046940000","-93.6521570000","1","590.928941293","1"
"2163","Predictive Science - Predictive Science, Inc.","32.9003490000","-117.1784000000","3","3000.811030008","4"
"2192","Wofford College - Wofford College","34.9578320000","-81.9352620000","1","3.867989269","1"
"2215","Brigham and Women's Hospital - Brigham and Women's Hospital","42.3423690000","-71.0969920000","1","7.486430844","1"
"2236","Indiana U Kokomo - Indiana University, Kokomo","40.4636660000","-86.1315250000","3","113.169879593","1"
"2254","Hendrix College - Hendrix College","35.1007270000","-92.4365210000","1","6546.135130076","2"
"2259","Texas State U - Texas State University","29.8901200000","-97.9386900000","1","11092.769355543","1"
"2277","US FDA - US Food and Drug Administration","38.8955980000","-77.0138610000","2","503548.069124711","17"
"2290","Winona State U - Winona State University","44.0474700000","-91.6432790000","46","37559.797866367","8"
"2292","Nvidia - Nvidia Corporation","37.3701610000","-121.9642010000","1","1099.382369455","1"
"2299","Kentucky State U - Kentucky State University","38.2009200000","-84.8574500000","2","535.903674589","1"
"2302","CUNY City Tech - CUNY New York City College of Technology","40.6955770000","-73.9874480000","1","235840.039927631","2"
"2306","U Tampa - University of Tampa","27.9471700000","-82.4668980000","1","853.702663921","2"
"2343","Va Inst of Marine Sci - Virginia Institute of Marine Science","37.2491100000","-76.4994900000","1","151926.009108490","2"
"2349","UT Hlth Sci Ctr San Antonio - University of Texas Health Science Center at San Antonio","29.5083400000","-98.5733700000","1","0.748643084","1"
"2410","Towson U - Towson University","39.3935500000","-76.6112700000","9","18939.297523239","1"
"2416","Trine U - Trine University","41.6359090000","-85.0050830000","8","2097.323600973","1"
"2441","St Francis U - Saint Francis University","40.5025300000","-78.6384400000","1","599.787884459","1"
"2445","Coastal Carolina U - Coastal Carolina University","33.7950130000","-79.0117170000","13","75488.926321043","1"
"2447","Murray State U - Murray State University","36.6152310000","-88.3226910000","3","207848.399775407","2"
"2455","Warren Wilson College - Warren Wilson College","35.6146700000","-82.4421400000","3","22938.049784765","1"
"2533","W Texas A&M U - West Texas A&M University","34.9814580000","-101.9159900000","7","128349.616320419","1"
"2560","CUNY Staten Island - CUNY College of Staten Island","40.6047600000","-74.1492300000","4","450800.174683386","2"
"2565","Seattle Children's Res Inst - Seattle Children's Research Institute","47.6160870000","-122.3341070000","1","8006.363466217","2"
"2630","U North Georgia - University of North Georgia","34.5315900000","-83.9868700000","9","115957.951213425","3"
"2647","Rowan U - Rowan University","39.7105000000","-75.1180600000","4","101300.143489924","5"
"2656","Austin Peay State U - Austin Peay State University","36.5382400000","-87.3540400000","1","3101.004429471","7"
"2661","WEMSS Lab - WEMSS Lab","42.4000770000","-71.1353320000","1","899.868987460","1"
"2673","Dana-Farber Cancer Inst - Dana-Farber Cancer Institute","42.3375250000","-71.1076490000","2","331.773660240","1"
"2698","MCPHS U - Massachusetts College of Pharmacy and Health Sciences","42.3365380000","-71.1013270000","1","2600.661301391","1"
"2708","CSU-Monterey Bay - California State University-Monterey Bay","36.6530540000","-121.8002570000","1","45778.651194709","2"
"2748","U Arkansas, Med. Sci - University of Arkansas for Medical Sciences","34.7501120000","-92.3203650000","2","10104.810031817","7"
"2835","Spelman College - Spelman College","33.7450390000","-84.4139540000","1","22.584066379","1"
"2855","UNC Wilmington - University of North Carolina, Wilmington","34.2258370000","-77.8697800000","2","4472.518560109","4"
"2879","JILA - JILA","40.0074750000","-105.2684350000","1","169720.631355667","2"
"2900","Cal Poly Pomona - California State Polytechnic University, Pomona","34.0569930000","-117.8217580000","26","1647151.413063821","1"
"2908","CUNY Manhattan CC - CUNY Borough of Manhattan Community College","40.7183980000","-74.0119210000","1","13470.210243932","95"
"2985","Globus - Globus","41.7907030000","-87.6009920000","1","1582.007611204","1"
"2989","TAMIU - Texas A&M International University","27.5738690000","-99.4350410000","2","230511.947095888","1"
"3119","Trinity College - Trinity College","41.7470540000","-72.6903500000","1","1359.036745898","1"
"3223","JHU Sch of Med - Johns Hopkins University School of Medicine","39.2988890000","-76.5941670000","4","50322.290847838","1"
"3258","UC Berkeley Extension - UC Berkeley Extension","37.8721160000","-122.2733488000","1","39817.331087404","10"
"3275","CAIDA - Center for Applied Internet Data Analysis","32.8801000000","-117.2340000000","2","632.852954020","1"
"3290","Self Employed - Self Employed",\N,\N,"1","20.587684821","1"
"3341","U Michigan Medical - University of Michigan Medical School","42.2838750000","-83.7296020000","2","67498.908228835","1"
"3401","Western U Health Sci - Western University of Health Sciences","34.0575104000","-117.7449418000","1","226484.746397155","1"
"3517","JHU APL - Johns Hopkins University Applied Physics Lab","39.1645203000","-76.8983569000","1","52898.371701291","1"
"3532","Allen Institute - Allen Institute for Brain Science","47.6493170000","-122.3520095000","1","377990.891509139","2"
"3595","St. Edward's U - St. Edward's University","30.2289467000","-97.7548351000","1","193.025141930","1"
"3605","Boston Children's Hosp - Boston Children's Hospital","42.3374299000","-71.1054641000","1","0","1"
"3657","VAI - Van Andel Institute","42.9695000000","-85.6670000000","1","232592.176679767","14"
"3671","SCEC - Statewide California Earthquake Center","34.0194130951","-118.2861615467","1","1323.975294778","1"
"3683","Robert Morris U - Robert Morris University","40.5215511000","-80.2141102000","5","286828.124025204","3"
"3723","Smithsonian Institution - Smithsonian Institution","38.8886302000","-77.0258674000","3","72939.796618628","1"
"3774","Harvard-Smithsonian CFA - Harvard-Smithsonian Center for Astrophysics","42.3814608000","-71.1303604000","3","6055144.176180672","1"
"3896","High Point - High Point University","35.9720211000","-79.9948860000","1","71559.173997130","1"
"3949","Rutgers-Camden - Rutgers University-Camden","39.9481501000","-75.1224065000","3","341765.549940732","22"
"4013","DSU - Delaware State University","39.1865565000","-75.5427530000","4","148595.919895189","628"
"4025","Internet2 - Internet2","38.9044200000","-77.0443387000","4","73.990891509","1"
"4053","Miami Dade College","25.7776362668","-80.1909728606","1","54.027075924","1"
"4119","Saint Anselm College - Saint Anselm College","42.9874723000","-71.5072307000","1","332.896624867","2"
"4153","Florida Southern College - Florida Southern College","28.0325400000","-81.9486828000","16","23411.816083348","2"
"4461","KGI - Keck Graduate Institute","34.0929344000","-117.7257678000","2","58330.650695614","9"
"4477","Augusta U - Augusta University","33.4684904000","-82.0571535000","3","219255.848774096","1"
"4647","U Pittsburgh, Greensburg - University of Pittsburgh at Greensburg","40.2760332000","-79.5322837000","3","75.862499220","2"
"4888","Cincinnati Children's Hosp - Cincinnati Children's Hospital Medical Center","39.1408910000","-84.5008700000","1","4604.154969118","1"
"4927","Jackson Lab Genomic Med - The Jackson Laboratory for Genomic Medicine","42.8546926000","-71.7422089000","1","16.345374009","1"
"4980","VMI - Virginia Military Institute","37.7888981000","-79.4394600000","4","78466.155093892","5"
"5243","SCCWRP - Southern California Coastal Water Research Project","33.6969920000","-117.9212179000","1","28217.855137563","1"
"5354","Augustana U - Augustana University","43.5226043000","-96.7396893000","14","212.988957514","1"
"5488","Florida Polytechnic U - Florida Polytechnic University","28.1521186000","-81.8503185000","2","101758.936926820","1"
"5597","CUNY Graduate School and University Center - CUNY Graduate School and University Center",\N,\N,"2","53294.528666791","2"
"5619","GGC - Georgia Gwinnett College","33.9800484000","-84.0046917000","1","6081.976417742","1"
"5635","up - University of Portland","45.5729483000","-122.7281170000","2","10229.958200761","1"
"5771","pstcc - Pellissippi State Community College","35.9479494000","-84.1678830000","1","9.233264707","2"
"5857","franciscan - Franciscan University of Steubenville","40.3763360000","-80.6227977000","1","90.960134755","2"
"6330","Ferris - Ferris State University","43.6844474000","-85.4834607000","4","22967.745960446","6"
"7716","MIT PRIMES","42.3602653825","-71.0942136482","1","11176.617380996","2"
"9433","simonsfoundation - Simons Foundation, Flatiron Institute","40.7400494000","-73.9909238000","1","578.326782706","24"
"10373","dixie - Dixie State University","37.1031504000","-113.5653916000","2","436021.835423295","2"
"10380","UTSA - The University of Texas at San Antonio","29.0000000000","-88.0000000000","4","718102.938424106","2"
"10555","UD IT Research Computing - University of Delaware IT Research Computing","38.7799740000","-75.1629440000","1","33.439391103","1"
"11294","hccs - Houston Community College","29.7213949000","-95.4575811000","1","0","1"
"12406","Prarieview - Prarieview A&M","30.0940220000","-95.9901587000","4","3.867989269","1"
"12645","Mayo Clinic","43.9748000000","-92.4611000000","1","94468.525796992","4"
"12704","csuci.edu - California State University-Channel Islands","34.1610694000","-119.0433327000","9","4883.398839603","1"
"13161","bergen.edu - Bergen community College","40.9510209000","-74.0883568000","1","56.896874415","6"
"13301","thewaterinstitute.org - The Water Institute of the Gulf","30.4371533000","-91.1918296000","1","113392.725684696","1"
"13402","Fullerton College","33.8704000000","-117.9242000000","1","0.873416931","1"
"13479","Physical Studies Inst - Physical Studies Institute LLC",\N,\N,"1","2418.990579574","6"
"13656","LCPRA - Louisiana Coastal Protection & Restoration Authority","30.4360815000","-91.1888963000","1","11500.530288851","1"
"13768","ariscience.com - Alamgir Research Inc","42.3175543000","-71.3648057000","1","1230886.393411940","82"
"13798","University of Hawaii","21.3146530000","-157.8080770000","1","41.175369642","3"
"13863","Univ of Mississippi Medical Center - University of Mississippi Medical Center","32.3308713882","-90.1743083686","1","4373.073803730","1"
"13960","Columbia River Inter-Tribal - Columbia River Inter-Tribal Fish Commission","45.5311250000","-122.6582350000","2","62.012602158","1"
"13977","University of Dallas","32.8451070000","-96.9258070000","6","12421.985151912","3"
"14000","moffattnichol.com - Moffatt & Nichol","33.8254373000","-118.1440502000","1","99566.660427974","16"
"14249","saintmarys - Saint Mary's College","41.7073537000","-86.2567803000","2","1415.808846465","1"
"14325","moravian - Moravian University","40.6303100000","-75.3815020000","14","22395.533096263","1"
"14350","Brigham and Women's Hospital, Boston - Brigham and Women's Hospital, Boston","42.3355661000","-71.1084739000","1","104910.349990641","33"
"14377","Moffitt Cancer Center","28.0161908000","-82.5333120000","8","59746.584315927","1"
"14379","LIBD - Lieber Institute for Brain Development","39.3004917000","-76.5939154000","2","246675.400835984","18"
"14449","StonyBrook - Institute for Advanced Computational Science at Stony Brook University",\N,\N,"4","61662.611516626","1"
"14450","Child Mind - Child Mind Institute","40.7608700000","-73.9708200000","18","2015618.441574645","1"
"14514","Atrium Health - Atrium Health","35.2062849000","-80.8404001000","1","40995.445754569","2"
"14716","Angelo State U - Angelo State University","31.4382686000","-100.4624649000","5","275.001559673","2"
"14746","Texas A&M U-San Antonio - Texas A&M University-San Antonio","34.5262098000","-98.1519709000","1","2177.303637157","1"
"14780","HPC Advisory Council - HPC Advisory Council","37.3799719000","-121.9899110000","1","5190.342504211","2"
"14911","SJC Brooklyn - St. Joseph's College - New York - Brooklyn","40.6904954000","-73.9698663000","3","1179.611953334","2"
"14917","SJC Long Island - St. Joseph's College - New York - Long Island","40.7759090000","-73.0247580000","2","0","2"
"15075","Indiana U, Bloomington - Indiana University, Bloomington","39.1719982000","-86.5249189000","2","4667524.736415247","17"
"15537","Loma Linda U - Loma Linda University","34.0519014000","-117.2618770000","1","159.960072368","1"
"15737","Nazareth College - Nazareth College","43.1028694000","-77.5217943000","1","7.985526233","1"
"15803","Texas A&M AgriLife Research - Texas A&M AgriLife Research","30.6056220000","-96.3509430000","4","3373.260964501","1"
"15967","Tokyo Electron America, Inc. - Tokyo Electron America","30.2222143000","-97.7119265000","3","406095.451993262","1"
"16065","CU Anschutz - University of Colorado, Anschutz Medical Campus","39.0210630000","-105.6141028000","2","26.077734106","1"
"16594","Baruch College","40.7404290000","-73.9839100000","1","3268.076611142","2"
"16660","Air Liquide - Air Liquide","29.7826700000","-95.5363600000","1","897.872605901","2"
"16792","St. Thomas Aquinas Colleg","41.0299610000","-73.9282680000","1","253.665231767","1"
"16826","CWorthy","26.2236900000","-80.1270000000","1","39.927631168","7"
"16892","Point Loma Nazarene University","32.7173190000","-117.2506710000","1","17.967434025","2"
"16893","White Dwarf Research Corporation","39.8609500000","-105.2850000000","1","1403752.323912907","1"
"16998","HCU - Houston Christian University","29.6948600000","-95.5162600000","2","693.992139247","1"
"17089","[C]Worthy - [C]Worthy",\N,\N,"1","3335.828810281","1"
"17254","IPHC - International Pacific Halibut Commission","47.6609200000","-122.3858000000","1","58712.209120968","62"
"17485","columbiasc - Columbia College SC","34.0456900000","-81.0309200000","4","52655.561794247","4"
"17947","Intracoastal Consultants, LLC","30.4267100000","-91.1316200000","1","15.222409382","2"
"18013","sjcd.edu - San Jacinto College","29.6594600000","-95.1135800000","4","0","1"
"18640","DHS - US Department of Homeland Security","38.9059800000","-77.0243100000","1","3.992763116","1"
"19531","Irvington High School, Fremont CA","37.5243100000","-121.9669000000","1","3260.839727993","1"
"20059","Saginaw Valley State University","43.5136100000","-83.9611700000","34","11048.225092020","2"
"20291","Pima Community College","32.2333100000","-110.9848500000","1","8.983717012","2"
"21115","ATTMOS Inc.","42.7254500000","-84.4791500000","3","327829.808472144","4"
"21346","Xavier University","39.1499700000","-84.4741000000","32","3640.526545636","1"
"21446","Ivy Tech","39.8053300000","-86.1599100000","6","211.242123650","2"
"21876","Solid Power Operating, Inc.","39.9635800000","-105.1217300000","2","240382.182294591","3"
"22273","Parallax Advanced Research Corporation","39.8103619000","-84.7921688000","1","2.245929253","1"
"23463","Sheetz","40.5100000000","-78.4000000000","2","134.007112109","3"
"23557","Corban University","44.8825000000","-122.9586110000","1","838485.744587934","7"
"23590","Contramont Research","43.0680479000","-89.4745221000","1","1409.944475637","3"
"23623","TAMUCT - Texas A&M University-Central Texas","31.0528000000","-97.7739000000","1","0.124773847","1"
"24153","Capitol Technology University","39.0475000000","-76.8515000000","1","1286.917462099","1"
"24184","Brazosport College","29.0447860000","-95.4079070000","2","0","4"
"24251","Hill College","32.3279900000","-97.4362500000","1","2.245929253","1"
"24283","Alvin Community College","29.3961110000","-95.2405560000","1","2.994572337","2"
"24316","Francis Parker School","32.7716400000","-117.1773900000","1","1052.966498221","1"
